Id,Label,timeset,indegree,outdegree,Degree
1227,1227,,4,23,27
1228,1228,,8,25,33
1229,1229,,4,31,35
1230,1230,,7,26,33
1231,1231,,6,23,29
1232,1232,,4,20,24
1233,1233,,5,28,33
1234,1234,,2,26,28
1235,1235,,6,24,30
1236,1236,,3,31,34
1237,1237,,3,20,23
1238,1238,,3,20,23
1239,1239,,4,22,26
1240,1240,,10,22,32
1241,1241,,4,14,18
1242,1242,,3,20,23
1243,1243,,9,19,28
1244,1244,,6,26,32
1245,1245,,9,33,42
1246,1246,,3,19,22
1247,1247,,3,19,22
1248,1248,,8,17,25
1249,1249,,2,23,25
1250,1250,,3,17,20
1251,1251,,3,25,28
1252,1252,,3,27,30
1253,1253,,5,19,24
1254,1254,,9,21,30
1255,1255,,3,21,24
1256,1256,,5,19,24
1257,1257,,2,18,20
1258,1258,,6,26,32
1259,1259,,5,20,25
1260,1260,,3,22,25
1261,1261,,8,32,40
1262,1262,,6,22,28
1263,1263,,4,21,25
1264,1264,,10,23,33
1265,1265,,8,23,31
1266,1266,,2,24,26
1267,1267,,5,12,17
1268,1268,,4,27,31
1269,1269,,5,19,24
1270,1270,,8,25,33
1271,1271,,5,30,35
1272,1272,,4,26,30
1273,1273,,2,32,34
1274,1274,,6,19,25
1275,1275,,9,20,29
1276,1276,,2,21,23
1277,1277,,3,24,27
1278,1278,,3,23,26
1279,1279,,5,21,26
1280,1280,,7,21,28
1281,1281,,4,34,38
1282,1282,,5,23,28
1283,1283,,5,19,24
1284,1284,,6,29,35
1285,1285,,5,20,25
1286,1286,,4,31,35
1287,1287,,4,30,34
1288,1288,,6,28,34
1289,1289,,9,22,31
1290,1290,,3,15,18
1291,1291,,3,22,25
1292,1292,,5,19,24
1293,1293,,8,27,35
1294,1294,,7,32,39
1295,1295,,3,17,20
1296,1296,,6,36,42
1297,1297,,4,22,26
1298,1298,,7,34,41
1299,1299,,4,30,34
1300,1300,,9,30,39
1301,1301,,9,28,37
1302,1302,,6,23,29
1303,1303,,6,16,22
1304,1304,,4,25,29
1305,1305,,5,29,34
1306,1306,,5,27,32
1307,1307,,4,24,28
1308,1308,,4,23,27
1309,1309,,9,33,42
1310,1310,,4,21,25
1311,1311,,5,27,32
1312,1312,,4,15,19
1313,1313,,5,32,37
1314,1314,,7,14,21
1315,1315,,6,26,32
1316,1316,,6,28,34
1317,1317,,3,16,19
1318,1318,,1,28,29
1319,1319,,7,26,33
1320,1320,,4,19,23
1321,1321,,6,31,37
1322,1322,,5,23,28
1323,1323,,6,26,32
1324,1324,,5,26,31
1325,1325,,4,23,27
1326,1326,,13,22,35
1327,1327,,7,18,25
1328,1328,,4,19,23
1329,1329,,3,22,25
1330,1330,,7,35,42
1331,1331,,4,21,25
1332,1332,,4,27,31
1333,1333,,5,30,35
1334,1334,,6,30,36
1335,1335,,10,25,35
1336,1336,,3,30,33
1337,1337,,3,20,23
1338,1338,,3,25,28
1339,1339,,4,19,23
1340,1340,,3,24,27
1341,1341,,6,30,36
1342,1342,,5,23,28
1343,1343,,5,32,37
1344,1344,,5,16,21
1345,1345,,3,15,18
1346,1346,,5,28,33
1347,1347,,6,26,32
1348,1348,,2,22,24
1349,1349,,4,16,20
1350,1350,,3,29,32
1351,1351,,5,21,26
1352,1352,,4,23,27
1353,1353,,6,28,34
1354,1354,,8,20,28
1355,1355,,7,17,24
1356,1356,,5,19,24
1357,1357,,7,36,43
1358,1358,,6,27,33
1359,1359,,6,26,32
1360,1360,,2,20,22
1361,1361,,3,24,27
1362,1362,,7,32,39
1363,1363,,3,26,29
1364,1364,,6,27,33
1365,1365,,9,18,27
1366,1366,,4,27,31
1367,1367,,5,24,29
1368,1368,,8,23,31
1369,1369,,6,22,28
1370,1370,,8,26,34
1371,1371,,9,26,35
1372,1372,,8,24,32
1373,1373,,6,25,31
1374,1374,,7,18,25
1375,1375,,6,24,30
1376,1376,,11,24,35
1377,1377,,4,28,32
1378,1378,,3,24,27
1379,1379,,6,26,32
1380,1380,,4,20,24
1381,1381,,9,13,22
1382,1382,,2,20,22
1383,1383,,8,32,40
1384,1384,,10,27,37
1385,1385,,6,20,26
1386,1386,,3,29,32
1387,1387,,3,33,36
1388,1388,,8,24,32
1389,1389,,9,25,34
1390,1390,,8,28,36
1391,1391,,11,25,36
1392,1392,,8,21,29
1393,1393,,5,20,25
1394,1394,,8,14,22
1395,1395,,8,27,35
1396,1396,,7,28,35
1397,1397,,4,33,37
1398,1398,,1,32,33
1399,1399,,6,28,34
1400,1400,,6,14,20
1401,1401,,4,20,24
1402,1402,,8,25,33
1403,1403,,7,24,31
1404,1404,,5,24,29
1405,1405,,6,24,30
1406,1406,,8,21,29
1407,1407,,8,23,31
1408,1408,,5,27,32
1409,1409,,5,19,24
1410,1410,,4,26,30
1411,1411,,7,24,31
1412,1412,,2,25,27
1413,1413,,4,30,34
1414,1414,,9,22,31
1415,1415,,9,22,31
1416,1416,,8,22,30
1417,1417,,4,19,23
1418,1418,,4,21,25
1419,1419,,3,20,23
1420,1420,,4,17,21
1421,1421,,9,24,33
1422,1422,,11,20,31
1423,1423,,3,21,24
1424,1424,,10,15,25
1425,1425,,5,21,26
1426,1426,,5,31,36
1427,1427,,3,27,30
1428,1428,,7,20,27
1429,1429,,4,26,30
1430,1430,,3,29,32
1431,1431,,11,22,33
1432,1432,,7,25,32
1433,1433,,1,26,27
1434,1434,,6,29,35
1435,1435,,2,21,23
1436,1436,,7,23,30
1437,1437,,6,31,37
1438,1438,,2,20,22
1439,1439,,9,19,28
1440,1440,,8,28,36
1441,1441,,2,15,17
1442,1442,,7,26,33
1443,1443,,7,24,31
1444,1444,,3,15,18
1445,1445,,6,16,22
1446,1446,,9,30,39
1447,1447,,5,28,33
1448,1448,,4,24,28
1449,1449,,8,24,32
1450,1450,,6,20,26
1451,1451,,6,23,29
1452,1452,,4,12,16
1453,1453,,7,22,29
1454,1454,,6,22,28
1455,1455,,9,20,29
1456,1456,,7,21,28
1457,1457,,8,26,34
1458,1458,,2,24,26
1459,1459,,10,24,34
1460,1460,,7,29,36
1461,1461,,3,26,29
1462,1462,,7,19,26
1463,1463,,5,26,31
1464,1464,,7,26,33
1465,1465,,2,25,27
1466,1466,,5,21,26
1467,1467,,7,20,27
1468,1468,,5,27,32
1469,1469,,8,31,39
1470,1470,,11,30,41
1471,1471,,5,25,30
1472,1472,,3,19,22
1473,1473,,7,19,26
1474,1474,,5,19,24
1475,1475,,5,20,25
1476,1476,,6,24,30
1477,1477,,7,22,29
1478,1478,,6,26,32
1479,1479,,5,30,35
1480,1480,,10,21,31
1481,1481,,6,27,33
1482,1482,,7,27,34
1483,1483,,5,25,30
1484,1484,,12,25,37
1485,1485,,6,28,34
1486,1486,,7,23,30
1487,1487,,9,19,28
1488,1488,,9,30,39
1489,1489,,8,16,24
1490,1490,,2,20,22
1491,1491,,9,23,32
1492,1492,,8,24,32
1493,1493,,10,24,34
1494,1494,,3,27,30
1495,1495,,7,33,40
1496,1496,,7,29,36
1497,1497,,6,19,25
1498,1498,,10,24,34
1499,1499,,6,24,30
1500,1500,,7,26,33
1501,1501,,2,18,20
1502,1502,,3,19,22
1503,1503,,6,32,38
1504,1504,,11,23,34
1505,1505,,3,20,23
1506,1506,,4,33,37
1507,1507,,11,25,36
1508,1508,,4,17,21
1509,1509,,10,23,33
1510,1510,,11,21,32
1511,1511,,4,17,21
1512,1512,,3,25,28
1513,1513,,3,19,22
1514,1514,,5,21,26
1515,1515,,6,26,32
1516,1516,,5,18,23
1517,1517,,4,22,26
1518,1518,,11,23,34
1519,1519,,9,23,32
1520,1520,,5,31,36
1521,1521,,14,22,36
1522,1522,,7,19,26
1523,1523,,9,35,44
1524,1524,,3,28,31
1525,1525,,0,21,21
1526,1526,,9,16,25
1527,1527,,6,24,30
1528,1528,,3,33,36
1529,1529,,7,27,34
1530,1530,,5,27,32
1531,1531,,8,26,34
1532,1532,,4,18,22
1533,1533,,6,29,35
1534,1534,,6,20,26
1535,1535,,4,20,24
1536,1536,,2,27,29
1537,1537,,7,22,29
1538,1538,,10,30,40
1539,1539,,6,28,34
1540,1540,,3,21,24
1541,1541,,5,16,21
1542,1542,,6,23,29
1543,1543,,10,22,32
1544,1544,,10,29,39
1545,1545,,10,24,34
1546,1546,,4,22,26
1547,1547,,11,18,29
1548,1548,,7,27,34
1549,1549,,3,13,16
1550,1550,,5,17,22
1551,1551,,5,22,27
1552,1552,,5,31,36
1553,1553,,9,26,35
1554,1554,,4,18,22
1555,1555,,4,28,32
1556,1556,,4,22,26
1557,1557,,5,31,36
1558,1558,,6,14,20
1559,1559,,11,26,37
1560,1560,,9,28,37
1561,1561,,7,27,34
1562,1562,,6,23,29
1563,1563,,2,40,42
1564,1564,,7,16,23
1565,1565,,2,23,25
1566,1566,,5,25,30
1567,1567,,8,29,37
1568,1568,,3,23,26
1569,1569,,9,33,42
1570,1570,,10,27,37
1571,1571,,7,21,28
1572,1572,,6,21,27
1573,1573,,5,32,37
1574,1574,,8,20,28
1575,1575,,8,16,24
1576,1576,,13,19,32
1577,1577,,10,26,36
1578,1578,,8,18,26
1579,1579,,3,21,24
1580,1580,,8,25,33
1581,1581,,6,24,30
1582,1582,,13,28,41
1583,1583,,10,16,26
1584,1584,,7,24,31
1585,1585,,7,19,26
1586,1586,,7,26,33
1587,1587,,5,17,22
1588,1588,,7,16,23
1589,1589,,5,23,28
1590,1590,,4,20,24
1591,1591,,10,26,36
1592,1592,,6,26,32
1593,1593,,7,21,28
1594,1594,,7,25,32
1595,1595,,4,24,28
1596,1596,,9,23,32
1597,1597,,8,16,24
1598,1598,,6,21,27
1599,1599,,9,22,31
1600,1600,,6,20,26
1601,1601,,4,34,38
1602,1602,,7,31,38
1603,1603,,10,24,34
1604,1604,,5,17,22
1605,1605,,7,14,21
1606,1606,,5,19,24
1607,1607,,5,30,35
1608,1608,,12,26,38
1609,1609,,6,21,27
1610,1610,,9,14,23
1611,1611,,11,23,34
1612,1612,,10,32,42
1613,1613,,4,16,20
1614,1614,,12,25,37
1615,1615,,3,33,36
1616,1616,,7,21,28
1617,1617,,3,37,40
1618,1618,,6,19,25
1619,1619,,9,30,39
1620,1620,,10,22,32
1621,1621,,6,29,35
1622,1622,,8,19,27
1623,1623,,5,24,29
1624,1624,,9,17,26
1625,1625,,7,16,23
1626,1626,,2,25,27
1627,1627,,10,25,35
1628,1628,,10,21,31
1629,1629,,8,17,25
1630,1630,,7,16,23
1631,1631,,15,25,40
1632,1632,,7,18,25
1633,1633,,9,24,33
1634,1634,,3,25,28
1635,1635,,9,25,34
1636,1636,,2,13,15
1637,1637,,10,16,26
1638,1638,,11,20,31
1639,1639,,8,27,35
1640,1640,,9,20,29
1641,1641,,6,27,33
1642,1642,,7,28,35
1643,1643,,5,25,30
1644,1644,,7,18,25
1645,1645,,8,17,25
1646,1646,,6,18,24
1647,1647,,8,22,30
1648,1648,,5,22,27
1649,1649,,6,21,27
1650,1650,,9,24,33
1651,1651,,4,17,21
1652,1652,,9,25,34
1653,1653,,8,30,38
1654,1654,,3,34,37
1655,1655,,6,33,39
1656,1656,,9,19,28
1657,1657,,7,19,26
1658,1658,,9,23,32
1659,1659,,10,19,29
1660,1660,,13,22,35
1661,1661,,13,20,33
1662,1662,,7,26,33
1663,1663,,6,24,30
1664,1664,,11,26,37
1665,1665,,4,16,20
1666,1666,,6,20,26
1667,1667,,7,15,22
1668,1668,,7,21,28
1669,1669,,9,18,27
1670,1670,,4,24,28
1671,1671,,4,24,28
1672,1672,,6,22,28
1673,1673,,6,20,26
1674,1674,,3,29,32
1675,1675,,2,19,21
1676,1676,,3,28,31
1677,1677,,4,19,23
1678,1678,,12,21,33
1679,1679,,6,17,23
1680,1680,,9,18,27
1681,1681,,7,30,37
1682,1682,,8,24,32
1683,1683,,4,22,26
1684,1684,,9,20,29
1685,1685,,12,17,29
1686,1686,,8,15,23
1687,1687,,5,34,39
1688,1688,,6,16,22
1689,1689,,13,19,32
1690,1690,,6,22,28
1691,1691,,13,26,39
1692,1692,,6,24,30
1693,1693,,3,23,26
1694,1694,,7,18,25
1695,1695,,2,17,19
1696,1696,,4,18,22
1697,1697,,8,21,29
1698,1698,,10,18,28
1699,1699,,8,20,28
1700,1700,,10,16,26
1701,1701,,13,23,36
1702,1702,,5,31,36
1703,1703,,8,20,28
1704,1704,,3,21,24
1705,1705,,12,19,31
1706,1706,,5,25,30
1707,1707,,6,27,33
1708,1708,,4,17,21
1709,1709,,11,19,30
1710,1710,,3,25,28
1711,1711,,4,29,33
1712,1712,,7,30,37
1713,1713,,5,28,33
1714,1714,,9,22,31
1715,1715,,7,23,30
1716,1716,,8,23,31
1717,1717,,4,17,21
1718,1718,,9,24,33
1719,1719,,7,21,28
1720,1720,,5,18,23
1721,1721,,9,19,28
1722,1722,,7,20,27
1723,1723,,1,31,32
1724,1724,,12,17,29
1725,1725,,6,23,29
1726,1726,,9,18,27
1727,1727,,4,22,26
1728,1728,,12,23,35
1729,1729,,4,20,24
1730,1730,,6,18,24
1731,1731,,9,25,34
1732,1732,,5,21,26
1733,1733,,7,23,30
1734,1734,,6,20,26
1735,1735,,4,20,24
1736,1736,,11,27,38
1737,1737,,5,22,27
1738,1738,,6,23,29
1739,1739,,8,28,36
1740,1740,,5,20,25
1741,1741,,5,22,27
1742,1742,,7,25,32
1743,1743,,9,24,33
1744,1744,,9,19,28
1745,1745,,8,20,28
1746,1746,,4,11,15
1747,1747,,10,19,29
1748,1748,,6,21,27
1749,1749,,2,22,24
1750,1750,,10,19,29
1751,1751,,6,20,26
1752,1752,,6,26,32
1753,1753,,14,27,41
1754,1754,,7,21,28
1755,1755,,13,13,26
1756,1756,,6,15,21
1757,1757,,8,18,26
1758,1758,,10,13,23
1759,1759,,6,28,34
1760,1760,,4,12,16
1761,1761,,11,26,37
1762,1762,,7,25,32
1763,1763,,6,27,33
1764,1764,,7,34,41
1765,1765,,8,19,27
1766,1766,,8,17,25
1767,1767,,6,20,26
1768,1768,,8,27,35
1769,1769,,17,17,34
1770,1770,,6,24,30
1771,1771,,6,16,22
1772,1772,,6,18,24
1773,1773,,6,18,24
1774,1774,,6,24,30
1775,1775,,5,26,31
1776,1776,,10,24,34
1777,1777,,11,17,28
1778,1778,,8,24,32
1779,1779,,5,31,36
1780,1780,,11,29,40
1781,1781,,9,23,32
1782,1782,,12,16,28
1783,1783,,8,23,31
1784,1784,,10,22,32
1785,1785,,9,24,33
1786,1786,,7,24,31
1787,1787,,7,21,28
1788,1788,,7,19,26
1789,1789,,4,22,26
1790,1790,,6,17,23
1791,1791,,5,32,37
1792,1792,,12,23,35
1793,1793,,10,23,33
1794,1794,,3,28,31
1795,1795,,6,24,30
1796,1796,,5,21,26
1797,1797,,11,29,40
1798,1798,,4,24,28
1799,1799,,7,28,35
1800,1800,,11,24,35
1801,1801,,9,30,39
1802,1802,,11,20,31
1803,1803,,10,22,32
1804,1804,,12,27,39
1805,1805,,8,15,23
1806,1806,,5,27,32
1807,1807,,5,23,28
1808,1808,,9,21,30
1809,1809,,8,28,36
1810,1810,,5,18,23
1811,1811,,9,30,39
1812,1812,,6,19,25
1813,1813,,4,21,25
1814,1814,,11,19,30
1815,1815,,9,22,31
1816,1816,,5,27,32
1817,1817,,11,27,38
1818,1818,,11,17,28
1819,1819,,5,21,26
1820,1820,,7,21,28
1821,1821,,6,27,33
1822,1822,,5,15,20
1823,1823,,7,34,41
1824,1824,,8,23,31
1825,1825,,7,26,33
1826,1826,,5,21,26
1827,1827,,6,22,28
1828,1828,,10,28,38
1829,1829,,4,23,27
1830,1830,,4,19,23
1831,1831,,10,22,32
1832,1832,,13,25,38
1833,1833,,11,18,29
1834,1834,,10,21,31
1835,1835,,6,23,29
1836,1836,,8,13,21
1837,1837,,6,19,25
1838,1838,,6,20,26
1839,1839,,9,24,33
1840,1840,,1,17,18
1841,1841,,2,12,14
1842,1842,,6,24,30
1843,1843,,3,19,22
1844,1844,,6,20,26
1845,1845,,7,28,35
1846,1846,,7,26,33
1847,1847,,6,21,27
1848,1848,,10,28,38
1849,1849,,12,20,32
1850,1850,,10,16,26
1851,1851,,10,22,32
1852,1852,,10,22,32
1853,1853,,11,26,37
1854,1854,,6,21,27
1855,1855,,6,28,34
1856,1856,,10,16,26
1857,1857,,7,14,21
1858,1858,,11,17,28
1859,1859,,6,22,28
1860,1860,,6,13,19
1861,1861,,8,20,28
1862,1862,,14,27,41
1863,1863,,6,20,26
1864,1864,,5,25,30
1865,1865,,7,21,28
1866,1866,,4,24,28
1867,1867,,4,17,21
1868,1868,,11,27,38
1869,1869,,12,23,35
1870,1870,,12,20,32
1871,1871,,7,22,29
1872,1872,,9,21,30
1873,1873,,6,22,28
1874,1874,,6,27,33
1875,1875,,6,23,29
1876,1876,,5,19,24
1877,1877,,12,18,30
1878,1878,,7,23,30
1879,1879,,7,21,28
1880,1880,,8,23,31
1881,1881,,10,22,32
1882,1882,,8,21,29
1883,1883,,7,19,26
1884,1884,,6,24,30
1885,1885,,10,19,29
1886,1886,,14,24,38
1887,1887,,3,21,24
1888,1888,,5,25,30
1889,1889,,9,23,32
1890,1890,,6,15,21
1891,1891,,6,20,26
1892,1892,,9,24,33
1893,1893,,8,21,29
1894,1894,,9,25,34
1895,1895,,9,18,27
1896,1896,,4,26,30
1897,1897,,8,21,29
1898,1898,,7,22,29
1899,1899,,8,24,32
1900,1900,,8,24,32
1901,1901,,3,26,29
1902,1902,,9,17,26
1903,1903,,10,24,34
1904,1904,,5,26,31
1905,1905,,6,14,20
1906,1906,,4,22,26
1907,1907,,6,23,29
1908,1908,,7,18,25
1909,1909,,6,21,27
1910,1910,,8,14,22
1911,1911,,4,26,30
1912,1912,,7,22,29
1913,1913,,4,20,24
1914,1914,,2,27,29
1915,1915,,7,26,33
1916,1916,,6,21,27
1917,1917,,8,24,32
1918,1918,,7,23,30
1919,1919,,5,28,33
1920,1920,,12,21,33
1921,1921,,10,20,30
1922,1922,,10,20,30
1923,1923,,6,26,32
1924,1924,,12,25,37
1925,1925,,10,18,28
1926,1926,,6,12,18
1927,1927,,14,21,35
1928,1928,,5,20,25
1929,1929,,7,25,32
1930,1930,,13,25,38
1931,1931,,10,26,36
1932,1932,,6,20,26
1933,1933,,6,21,27
1934,1934,,9,25,34
1935,1935,,9,26,35
1936,1936,,8,15,23
1937,1937,,14,13,27
1938,1938,,4,30,34
1939,1939,,13,24,37
1940,1940,,10,30,40
1941,1941,,7,16,23
1942,1942,,6,24,30
1943,1943,,7,22,29
1944,1944,,7,15,22
1945,1945,,9,14,23
1946,1946,,8,25,33
1947,1947,,11,23,34
1948,1948,,8,14,22
1949,1949,,10,24,34
1950,1950,,8,19,27
1951,1951,,9,31,40
1952,1952,,4,22,26
1953,1953,,10,21,31
1954,1954,,6,17,23
1955,1955,,8,18,26
1956,1956,,7,21,28
1957,1957,,9,19,28
1958,1958,,4,19,23
1959,1959,,5,26,31
1960,1960,,12,19,31
1961,1961,,6,20,26
1962,1962,,6,20,26
1963,1963,,12,19,31
1964,1964,,9,14,23
1965,1965,,9,19,28
1966,1966,,9,18,27
1967,1967,,7,24,31
1968,1968,,8,29,37
1969,1969,,12,16,28
1970,1970,,12,20,32
1971,1971,,3,18,21
1972,1972,,5,16,21
1973,1973,,9,22,31
1974,1974,,6,20,26
1975,1975,,8,14,22
1976,1976,,9,24,33
1977,1977,,8,25,33
1978,1978,,10,16,26
1979,1979,,11,14,25
1980,1980,,7,20,27
1981,1981,,7,26,33
1982,1982,,7,16,23
1983,1983,,9,19,28
1984,1984,,9,20,29
1985,1985,,6,18,24
1986,1986,,6,28,34
1987,1987,,12,25,37
1988,1988,,11,19,30
1989,1989,,9,22,31
1990,1990,,10,19,29
1991,1991,,10,29,39
1992,1992,,8,28,36
1993,1993,,5,26,31
1994,1994,,7,30,37
1995,1995,,12,23,35
1996,1996,,9,14,23
1997,1997,,6,17,23
1998,1998,,7,19,26
1999,1999,,7,23,30
2000,2000,,5,18,23
2001,2001,,10,19,29
2002,2002,,9,20,29
2003,2003,,8,25,33
2004,2004,,6,21,27
2005,2005,,8,17,25
2006,2006,,10,23,33
2007,2007,,14,23,37
2008,2008,,12,21,33
2009,2009,,5,21,26
2010,2010,,11,19,30
2011,2011,,9,33,42
2012,2012,,12,15,27
2013,2013,,3,16,19
2014,2014,,7,20,27
2015,2015,,6,29,35
2016,2016,,5,12,17
2017,2017,,10,16,26
2018,2018,,9,16,25
2019,2019,,7,26,33
2020,2020,,5,17,22
2021,2021,,4,29,33
2022,2022,,15,21,36
2023,2023,,7,24,31
2024,2024,,6,23,29
2025,2025,,8,21,29
2026,2026,,7,19,26
2027,2027,,9,19,28
2028,2028,,14,25,39
2029,2029,,8,25,33
2030,2030,,11,18,29
2031,2031,,13,17,30
2032,2032,,7,29,36
2033,2033,,13,14,27
2034,2034,,9,19,28
2035,2035,,7,17,24
2036,2036,,11,26,37
2037,2037,,7,17,24
2038,2038,,9,22,31
2039,2039,,14,23,37
2040,2040,,6,27,33
2041,2041,,4,22,26
2042,2042,,7,23,30
2043,2043,,14,20,34
2044,2044,,10,18,28
2045,2045,,7,21,28
2046,2046,,4,15,19
2047,2047,,9,24,33
2048,2048,,10,21,31
2049,2049,,9,19,28
2050,2050,,5,18,23
2051,2051,,11,23,34
2052,2052,,4,25,29
2053,2053,,6,18,24
2054,2054,,7,14,21
2055,2055,,7,20,27
2056,2056,,7,19,26
2057,2057,,3,21,24
2058,2058,,6,20,26
2059,2059,,12,22,34
2060,2060,,8,23,31
2061,2061,,6,17,23
2062,2062,,7,20,27
2063,2063,,7,23,30
2064,2064,,7,27,34
2065,2065,,12,21,33
2066,2066,,10,24,34
2067,2067,,13,30,43
2068,2068,,8,20,28
2069,2069,,8,17,25
2070,2070,,11,22,33
2071,2071,,7,19,26
2072,2072,,9,22,31
2073,2073,,12,26,38
2074,2074,,7,13,20
2075,2075,,6,14,20
2076,2076,,14,22,36
2077,2077,,14,19,33
2078,2078,,12,12,24
2079,2079,,10,16,26
2080,2080,,5,19,24
2081,2081,,6,20,26
2082,2082,,12,23,35
2083,2083,,10,18,28
2084,2084,,10,18,28
2085,2085,,7,18,25
2086,2086,,9,18,27
2087,2087,,2,16,18
2088,2088,,9,24,33
2089,2089,,12,24,36
2090,2090,,6,17,23
2091,2091,,9,15,24
2092,2092,,7,20,27
2093,2093,,2,20,22
2094,2094,,11,16,27
2095,2095,,7,19,26
2096,2096,,7,16,23
2097,2097,,9,13,22
2098,2098,,10,22,32
2099,2099,,5,29,34
2100,2100,,8,16,24
2101,2101,,13,13,26
2102,2102,,7,17,24
2103,2103,,4,16,20
2104,2104,,11,23,34
2105,2105,,10,16,26
2106,2106,,9,20,29
2107,2107,,11,17,28
2108,2108,,8,26,34
2109,2109,,10,21,31
2110,2110,,9,23,32
2111,2111,,9,24,33
2112,2112,,11,17,28
2113,2113,,11,14,25
2114,2114,,4,27,31
2115,2115,,5,18,23
2116,2116,,7,24,31
2117,2117,,5,19,24
2118,2118,,12,18,30
2119,2119,,7,15,22
2120,2120,,7,16,23
2121,2121,,7,24,31
2122,2122,,15,17,32
2123,2123,,5,18,23
2124,2124,,11,15,26
2125,2125,,8,21,29
2126,2126,,9,9,18
2127,2127,,10,25,35
2128,2128,,13,18,31
2129,2129,,8,21,29
2130,2130,,6,18,24
2131,2131,,11,25,36
2132,2132,,6,28,34
2133,2133,,7,25,32
2134,2134,,9,15,24
2135,2135,,6,14,20
2136,2136,,11,13,24
2137,2137,,11,21,32
2138,2138,,10,18,28
2139,2139,,6,21,27
2140,2140,,8,25,33
2141,2141,,8,21,29
2142,2142,,9,21,30
2143,2143,,10,19,29
2144,2144,,9,25,34
2145,2145,,13,24,37
2146,2146,,11,22,33
2147,2147,,7,26,33
2148,2148,,9,19,28
2149,2149,,6,21,27
2150,2150,,7,30,37
2151,2151,,10,20,30
2152,2152,,15,24,39
2153,2153,,10,17,27
2154,2154,,10,19,29
2155,2155,,10,22,32
2156,2156,,17,24,41
2157,2157,,9,22,31
2158,2158,,11,22,33
2159,2159,,9,22,31
2160,2160,,11,19,30
2161,2161,,14,16,30
2162,2162,,14,21,35
2163,2163,,15,16,31
2164,2164,,6,19,25
2165,2165,,12,16,28
2166,2166,,4,28,32
2167,2167,,13,20,33
2168,2168,,17,23,40
2169,2169,,11,23,34
2170,2170,,8,18,26
2171,2171,,11,18,29
2172,2172,,6,19,25
2173,2173,,10,20,30
2174,2174,,4,23,27
2175,2175,,16,19,35
2176,2176,,11,20,31
2177,2177,,12,16,28
2178,2178,,6,13,19
2179,2179,,7,9,16
2180,2180,,9,20,29
2181,2181,,10,23,33
2182,2182,,10,11,21
2183,2183,,9,21,30
2184,2184,,8,22,30
2185,2185,,7,25,32
2186,2186,,9,27,36
2187,2187,,11,13,24
2188,2188,,9,17,26
2189,2189,,12,16,28
2190,2190,,11,22,33
2191,2191,,16,18,34
2192,2192,,8,10,18
2193,2193,,8,24,32
2194,2194,,7,15,22
2195,2195,,6,15,21
2196,2196,,8,23,31
2197,2197,,12,16,28
2198,2198,,9,17,26
2199,2199,,11,16,27
2200,2200,,6,21,27
2201,2201,,8,24,32
2202,2202,,16,20,36
2203,2203,,4,21,25
2204,2204,,11,27,38
2205,2205,,16,22,38
2206,2206,,9,15,24
2207,2207,,11,19,30
2208,2208,,4,15,19
2209,2209,,9,15,24
2210,2210,,6,25,31
2211,2211,,9,22,31
2212,2212,,9,19,28
2213,2213,,10,17,27
2214,2214,,12,24,36
2215,2215,,8,19,27
2216,2216,,8,21,29
2217,2217,,9,14,23
2218,2218,,7,16,23
2219,2219,,17,20,37
2220,2220,,14,15,29
2221,2221,,12,23,35
2222,2222,,10,18,28
2223,2223,,10,21,31
2224,2224,,10,21,31
2225,2225,,6,19,25
2226,2226,,10,21,31
2227,2227,,10,17,27
2228,2228,,14,19,33
2229,2229,,7,25,32
2230,2230,,9,20,29
2231,2231,,12,18,30
2232,2232,,12,19,31
2233,2233,,8,15,23
2234,2234,,8,25,33
2235,2235,,8,16,24
2236,2236,,8,16,24
2237,2237,,12,21,33
2238,2238,,5,13,18
2239,2239,,4,16,20
2240,2240,,4,13,17
2241,2241,,8,26,34
2242,2242,,7,20,27
2243,2243,,10,25,35
2244,2244,,13,28,41
2245,2245,,6,20,26
2246,2246,,3,22,25
2247,2247,,11,17,28
2248,2248,,9,22,31
2249,2249,,9,17,26
2250,2250,,7,20,27
2251,2251,,16,19,35
2252,2252,,9,21,30
2253,2253,,6,18,24
2254,2254,,7,20,27
2255,2255,,8,20,28
2256,2256,,10,21,31
2257,2257,,12,19,31
2258,2258,,12,15,27
2259,2259,,5,20,25
2260,2260,,10,26,36
2261,2261,,6,16,22
2262,2262,,15,30,45
2263,2263,,8,17,25
2264,2264,,9,21,30
2265,2265,,14,15,29
2266,2266,,11,27,38
2267,2267,,10,17,27
2268,2268,,5,20,25
2269,2269,,5,17,22
2270,2270,,15,19,34
2271,2271,,3,20,23
2272,2272,,10,23,33
2273,2273,,13,18,31
2274,2274,,7,29,36
2275,2275,,12,18,30
2276,2276,,9,19,28
2277,2277,,14,23,37
2278,2278,,13,14,27
2279,2279,,10,12,22
2280,2280,,9,24,33
2281,2281,,8,14,22
2282,2282,,7,27,34
2283,2283,,10,23,33
2284,2284,,14,26,40
2285,2285,,7,22,29
2286,2286,,8,17,25
2287,2287,,9,19,28
2288,2288,,10,12,22
2289,2289,,12,21,33
2290,2290,,13,17,30
2291,2291,,11,18,29
2292,2292,,10,20,30
2293,2293,,14,18,32
2294,2294,,7,28,35
2295,2295,,9,20,29
2296,2296,,10,16,26
2297,2297,,13,28,41
2298,2298,,10,16,26
2299,2299,,9,35,44
2300,2300,,10,18,28
2301,2301,,12,22,34
